V1	hmm_hmm1	hmm_hmm10	hmm_hmm11	hmm_hmm12	hmm_hmm13	hmm_hmm15	hmm_hmm16	hmm_hmm17	hmm_hmm18	hmm_hmm19	hmm_hmm2	hmm_hmm20	hmm_hmm21	hmm_hmm22	hmm_hmm23	hmm_hmm24	hmm_hmm25	hmm_hmm26	hmm_hmm27	hmm_hmm28	hmm_hmm29	hmm_hmm3	hmm_hmm30	hmm_hmm31	hmm_hmm4	hmm_hmm5	hmm_hmm6	hmm_hmm7	hmm_hmm8	hmm_hmm9	type
SRR3218403_NODE_789_nrpspksdomains_ctg419_1_PKS_KS.1_	231.7	100.3	98.2	75.0	56.1	300.6	111.2	241.9	284.2	354.6	101.1	113.1	327.2	415.4	120.1	104.0	95.6	155.5	155.4	282.5	368.1	70.9	199.0	243.5	57.0	76.3	107.8	48.0	67.8	106.6	AFLP
SRR3218403_NODE_8837_nrpspksdomains_ctg431_1_PKS_KS.1_	225.0	89.1	94.4	74.4	57.3	289.8	123.1	220.1	247.8	364.3	106.6	127.5	334.8	414.2	121.4	86.0	59.2	161.3	150.6	277.2	348.7	77.8	211.6	244.4	55.5	83.2	108.6	47.2	70.1	99.1	AFLP
SRR3218404_NODE_1745_nrpspksdomains_ctg446_2_PKS_KS.1_	231.7	100.4	98.7	75.0	56.4	299.7	111.2	241.9	283.4	353.4	101.2	113.0	326.4	414.3	120.2	104.0	95.6	155.6	155.4	281.8	366.7	70.9	199.1	243.0	57.0	76.8	108.3	48.1	67.8	106.9	AFLP
SRR3218404_NODE_1746_nrpspksdomains_ctg447_1_PKS_KS.1_	235.0	108.7	115.9	90.3	66.2	315.6	129.6	253.6	289.1	393.5	129.5	144.3	344.3	425.4	141.8	110.6	91.6	168.0	168.0	298.6	379.8	78.6	221.4	261.3	65.7	91.1	124.1	58.3	77.3	127.0	AFLP
SRR3218405_NODE_838_nrpspksdomains_ctg466_1_PKS_KS.1_	235.1	108.6	115.5	90.3	65.8	316.5	129.6	253.6	289.9	394.6	129.4	144.3	345.1	426.5	141.7	110.6	91.6	167.9	168.0	299.3	381.1	78.6	221.4	261.8	65.7	90.5	123.8	58.3	77.3	126.8	AFLP
SRR3218406_NODE_1272_nrpspksdomains_ctg481_1_PKS_KS.1_	235.7	108.6	116.1	90.5	66.1	316.0	130.1	252.2	290.7	394.8	130.5	144.5	344.6	427.0	142.2	108.4	89.7	168.2	168.3	299.2	381.8	78.8	221.3	262.6	66.4	90.9	124.3	59.0	78.0	127.4	AFLP
SRR3218406_NODE_7130_nrpspksdomains_ctg485_1_PKS_KS.1_	223.3	84.1	95.8	85.9	50.6	307.2	105.0	237.7	275.9	333.1	101.9	130.1	323.6	407.8	124.6	86.7	85.6	148.7	142.4	275.8	379.2	88.5	207.1	257.8	71.3	66.8	95.6	57.4	58.7	109.3	AFLP
SRR3218407_NODE_502_nrpspksdomains_ctg500_1_PKS_KS.1_	233.9	91.9	101.3	65.8	52.6	258.0	130.2	211.5	232.0	298.6	104.9	155.3	321.9	388.1	143.6	86.2	52.1	149.4	140.7	253.3	341.4	95.5	203.0	231.8	72.1	94.5	96.6	67.9	58.1	118.8	AFLP
SRR3218407_NODE_5187_nrpspksdomains_ctg509_1_PKS_KS.1_	223.0	84.1	95.8	85.9	50.6	307.2	105.0	237.9	276.1	330.3	101.8	130.0	323.0	406.2	124.6	86.7	85.6	148.7	142.3	274.8	378.1	88.5	207.1	256.0	71.3	66.8	95.6	57.4	58.7	109.3	AFLP
SRR3218408_NODE_1083_nrpspksdomains_ctg526_1_PKS_KS.1_	234.4	109.8	115.7	90.3	66.1	314.6	129.6	253.3	287.4	390.4	129.7	148.6	344.9	424.4	142.8	110.7	91.2	167.9	168.0	296.6	381.2	78.5	221.4	260.1	65.7	90.5	124.5	58.4	77.3	127.8	AFLP
SRR3218408_NODE_2137_nrpspksdomains_ctg529_1_PKS_KS.1_	231.0	101.7	98.9	75.0	56.6	297.7	111.2	241.5	280.9	349.3	101.7	117.4	326.1	412.2	121.2	104.0	95.2	155.5	155.4	279.2	366.8	70.8	199.1	241.3	57.0	76.7	109.1	48.1	67.8	108.0	AFLP
SRR3218408_NODE_882_nrpspksdomains_ctg524_1_PKS_KS.1_	224.6	86.3	95.3	86.5	51.3	307.8	106.3	235.9	274.5	335.2	102.1	131.5	323.1	407.6	124.8	89.2	85.3	150.1	143.7	276.0	379.3	88.8	206.4	258.1	72.0	66.7	96.1	58.1	57.6	109.0	AFLP
SRR3218408_NODE_929_nrpspksdomains_ctg525_1_PKS_KS.1_	202.2	91.9	90.5	68.6	53.6	206.4	130.5	200.6	157.7	251.2	98.9	127.6	263.1	297.4	124.4	84.5	46.8	117.5	112.0	206.5	263.7	96.7	203.4	192.5	72.4	81.0	96.5	65.5	59.1	101.8	AFLP
SRR3218409_NODE_2865_nrpspksdomains_ctg543_1_PKS_KS.1_	231.0	100.7	97.9	75.0	56.5	293.9	111.2	241.5	277.1	345.9	100.6	114.4	323.7	408.3	120.7	104.0	94.9	155.8	155.5	277.4	363.2	70.9	199.1	237.5	56.5	75.9	107.6	47.9	67.8	106.2	AFLP
SRR3218409_NODE_2867_nrpspksdomains_ctg544_1_PKS_KS.1_	235.0	108.9	115.3	90.5	66.4	310.1	130.1	251.9	284.4	387.3	130.1	145.9	341.9	421.0	142.7	108.4	89.1	168.3	168.3	294.7	378.3	78.8	221.3	257.0	66.0	90.1	124.1	59.0	78.0	126.7	AFLP
SRR3218409_NODE_632_nrpspksdomains_ctg539_1_PKS_KS.1_	237.2	97.5	105.6	97.9	61.8	306.7	127.6	234.8	282.3	290.0	116.2	163.7	332.9	411.5	134.2	102.9	87.5	187.0	187.4	283.2	354.4	99.9	207.3	243.1	76.3	69.6	97.1	67.8	75.4	104.1	AFLP
SRR3218422_NODE_2128_nrpspksdomains_ctg562_1_PKS_KS.1_	231.5	100.2	98.7	75.0	56.7	297.2	111.2	240.2	281.9	350.9	101.3	114.4	326.4	414.0	120.9	104.0	95.4	155.5	155.4	281.7	366.4	70.8	199.1	242.7	57.0	77.1	108.9	48.1	67.8	107.6	AFLP
SRR3218422_NODE_2164_nrpspksdomains_ctg563_1_PKS_KS.1_	235.5	108.7	116.2	90.4	66.5	313.0	131.0	251.2	289.8	393.7	130.4	145.1	344.7	426.7	142.8	108.3	88.6	168.1	168.2	298.7	381.5	78.5	221.1	262.2	66.3	90.8	124.8	59.1	78.0	128.2	AFLP
SRR826781_NODE_371_nrpspksdomains_ctg587_1_PKS_KS.1_	238.3	97.3	107.9	81.7	67.8	315.7	128.4	235.5	268.0	374.5	108.4	143.7	342.9	431.3	127.1	97.9	71.3	164.2	164.1	293.9	360.5	88.3	218.3	255.3	65.8	94.5	110.0	52.3	72.5	104.6	AFLP
SRR826781_NODE_386_nrpspksdomains_ctg588_1_PKS_KS.1_	223.9	87.9	106.4	86.4	60.5	320.6	98.3	241.2	279.9	346.8	102.3	130.1	336.3	417.3	128.8	85.9	92.9	154.3	154.2	285.9	378.9	84.0	215.2	241.0	65.2	71.8	107.4	62.5	52.3	112.5	AFLP
SRR826781_NODE_430_nrpspksdomains_ctg591_1_PKS_KS.1_	234.8	110.4	121.9	89.8	69.5	317.7	126.4	253.4	290.9	380.2	130.1	153.1	348.6	432.1	147.5	113.6	84.8	165.9	160.3	297.7	380.0	83.3	221.5	254.9	64.9	84.9	129.4	65.0	83.0	129.7	AFLP
SRR826781_NODE_487_nrpspksdomains_ctg592_1_PKS_KS.1_	224.2	104.1	118.5	84.4	73.7	304.6	120.8	246.5	269.3	401.1	129.5	152.9	336.0	430.1	139.1	104.5	74.7	153.6	144.9	280.7	393.3	78.5	207.7	247.3	67.2	80.2	122.0	63.0	78.7	123.9	AFLP
SRR8282417_NODE_1791_length_4782_cov_10.214391_g909_i0_1	279.2	67.1	103.4	71.0	61.4	385.5	84.8	284.5	297.3	575.2	111.2	174.9	374.9	571.5	128.9	133.0	95.7	174.0	174.4	322.3	415.2	100.9	204.9	276.8	75.6	71.6	78.5	73.4	74.1	114.7	AFLP
SRR830638_NODE_435_nrpspksdomains_ctg654_1_PKS_KS.1_	252.6	105.7	101.3	80.4	64.9	346.5	133.1	264.0	289.6	394.5	123.5	160.5	357.6	435.5	133.8	104.6	76.1	189.2	189.5	306.1	382.1	96.0	228.4	253.2	62.9	76.6	111.4	59.1	72.7	117.6	AFLP
SRR8573930_NODE_398_length_8688_cov_15.370981_g292_i0_1	221.1	79.3	86.3	67.7	46.6	309.4	99.4	242.0	209.7	397.2	107.2	118.9	309.1	372.0	111.3	102.0	66.2	149.7	150.2	271.1	292.6	68.4	225.4	230.3	67.1	56.0	81.1	64.2	71.3	91.7	AFLP
te-arthrofas_SRR10357462_NODE_549_nrpspksdomains_ctg996_1_PKS_KS.1_	343.5	101.9	141.5	109.2	104.5	534.6	122.5	362.4	408.0	885.6	141.8	236.3	437.3	753.7	174.4	163.3	146.5	228.6	229.6	390.8	525.2	126.8	266.7	350.7	109.7	84.3	116.2	106.2	98.5	154.1	FAS
te-arthrofas_SRR10357469_NODE_242_nrpspksdomains_ctg1085_1_PKS_KS.1_	340.1	100.3	144.0	110.7	107.2	527.7	128.0	358.9	400.6	885.7	142.4	236.6	438.2	752.4	176.5	160.2	144.7	224.6	225.6	392.5	527.3	125.6	266.8	352.2	108.0	84.0	114.9	106.0	99.9	155.8	FAS
te-arthrofas_SRR10357472_NODE_246_nrpspksdomains_ctg1100_1_PKS_KS.1_	336.8	101.6	141.4	109.8	107.3	536.9	124.4	361.8	402.9	886.0	142.6	237.0	439.0	753.2	175.0	163.2	144.5	229.2	230.3	389.8	528.9	126.5	267.7	348.8	108.2	83.3	116.6	107.9	101.1	153.9	FAS
te-arthrofas_SRR1743363_NODE_1840_nrpspksdomains_ctg2921_1_PKS_KS.1_	356.0	84.7	123.8	102.7	92.9	543.5	108.0	384.6	420.9	898.2	115.8	222.8	441.2	788.8	150.9	146.3	132.2	236.1	237.0	395.4	485.7	122.4	266.2	351.0	97.6	79.8	96.6	97.8	84.1	136.6	FAS
te-arthrofas_SRR3232683_NODE_56_nrpspksdomains_ctg5829_1_PKS_KS.1_	342.9	94.8	126.9	110.6	76.0	520.6	130.2	356.5	400.2	865.2	139.0	207.4	441.6	768.7	163.2	148.9	129.9	230.0	231.0	395.0	542.5	123.2	272.9	353.1	99.1	70.1	110.9	95.2	97.8	141.0	FAS
te-arthrofas_SRR3458649_NODE_4_nrpspksdomains_ctg3956_1_PKS_KS.1_	320.7	96.1	125.5	95.1	85.8	511.9	107.8	349.9	395.0	833.9	132.7	196.0	428.5	756.5	158.1	140.8	110.0	241.1	242.4	374.7	508.8	111.4	254.7	331.9	93.9	61.8	111.4	86.7	84.2	133.7	FAS
te-arthrofas_SRR6027231_NODE_2157_nrpspksdomains_ctg6765_1_PKS_KS.1_	328.5	92.5	135.0	94.7	75.6	523.2	117.2	363.9	421.5	819.9	121.9	204.8	440.1	771.6	159.4	130.8	117.3	235.0	235.9	394.0	491.4	114.6	271.8	334.1	93.0	84.6	98.1	88.9	84.5	137.7	FAS
te-arthrofas_SRR629644_NODE_212_nrpspksdomains_ctg5879_1_PKS_KS.1_	355.5	90.8	121.9	103.3	86.4	546.0	113.9	365.5	409.5	858.8	114.0	213.4	430.5	773.1	153.7	127.4	128.1	221.7	222.6	395.9	490.6	109.3	274.3	346.7	100.4	78.1	98.9	86.5	89.7	136.7	FAS
te-arthrofas_SRR8480625_NODE_21_nrpspksdomains_ctg4850_1_PKS_KS.1_	346.2	89.8	130.0	105.6	86.0	545.4	113.0	369.5	413.6	899.6	120.3	219.4	430.3	794.2	155.0	143.6	130.6	222.3	223.0	394.8	478.4	128.5	263.7	343.4	101.0	82.7	98.3	95.3	79.6	138.3	FAS
te-arthrofas_SRR8924843_NODE_46_nrpspksdomains_ctg7751_1_PKS_KS.1_	338.9	100.6	141.6	110.4	104.5	532.4	125.0	360.8	408.2	886.6	142.1	238.4	437.8	752.9	174.3	163.6	145.8	231.0	232.1	390.0	524.5	127.0	268.2	348.5	108.1	82.5	115.8	107.7	100.1	154.6	FAS
te-arthrofas_SRR8924875_NODE_173_nrpspksdomains_ctg5640_1_PKS_KS.1_	339.9	102.6	136.5	108.6	99.8	535.0	127.0	361.5	403.1	881.9	137.7	231.0	438.7	755.0	173.4	157.1	142.9	230.9	232.0	393.2	527.9	128.2	268.7	352.2	106.5	81.7	116.3	105.7	94.8	150.3	FAS
te-arthrofas_SRR8924886_NODE_258_nrpspksdomains_ctg4955_1_PKS_KS.1_	339.8	101.7	138.4	107.3	101.8	530.4	120.8	358.0	405.3	883.0	140.5	232.4	434.7	752.9	172.5	157.2	143.7	225.9	226.9	388.4	524.6	125.6	266.1	349.3	108.2	80.8	113.0	105.1	96.6	150.5	FAS
te-arthrofas_SRR945441_NODE_282_nrpspksdomains_ctg7573_1_PKS_KS.1_	325.2	89.3	118.5	102.0	74.7	508.1	121.1	351.5	388.6	847.1	127.1	193.4	435.7	761.8	156.1	154.2	137.8	239.4	240.6	380.3	530.3	116.5	261.2	346.9	94.8	67.1	100.3	93.4	90.3	128.8	FAS
te-arthrofas_SRR945441_NODE_283_nrpspksdomains_ctg7574_1_PKS_KS.1_	325.5	89.5	118.8	102.1	74.9	508.3	123.8	352.8	389.9	847.7	127.4	193.1	436.5	762.5	156.5	154.4	137.2	239.7	240.9	381.5	530.6	116.7	261.3	347.2	95.0	67.3	100.6	93.7	90.4	129.2	FAS
vertebFAS_DRR034613_NODE_299_length_9462_cov_45.814144_g164_i1_1	347.4	91.8	126.8	110.6	97.6	547.0	118.8	380.5	414.2	956.2	121.4	214.6	436.6	794.5	156.8	133.7	132.7	234.9	235.7	402.8	487.6	115.6	281.4	349.4	94.1	87.3	99.6	96.0	89.7	142.1	FAS
vertebFAS_DRR034614_NODE_70_length_10622_cov_19.196322_g50_i0_2	352.8	91.7	119.7	106.4	86.7	546.2	106.9	363.7	409.9	939.9	112.7	213.5	430.3	787.0	149.1	127.9	130.1	226.4	227.2	397.5	477.9	111.7	269.9	345.2	93.7	75.8	96.7	85.1	88.5	132.3	FAS
vertebFAS_DRR047254_NODE_4542_length_9591_cov_102.399244_g1978_i0_3	345.3	88.9	118.1	107.6	80.7	533.7	116.4	369.2	408.2	937.6	106.4	209.2	427.6	789.9	148.6	127.6	112.9	209.1	209.8	393.3	479.7	117.4	270.4	339.2	97.4	86.0	99.6	90.3	86.5	135.6	FAS
vertebFAS_DRR072216_NODE_73_length_11043_cov_301.473622_g53_i0_1	346.5	92.9	127.0	117.7	96.7	551.2	112.5	373.2	417.8	951.7	122.8	222.3	433.0	802.5	154.9	149.5	135.7	238.1	239.1	402.5	482.8	123.2	277.7	351.5	98.8	84.6	101.5	98.2	89.1	140.9	FAS
vertebFAS_DRR088969_NODE_422_length_6497_cov_143.361973_g248_i0_1	344.0	89.4	121.3	103.8	88.2	552.2	115.0	372.4	405.5	966.1	118.2	217.7	423.7	801.5	151.5	136.8	115.6	225.5	226.1	390.3	475.4	125.3	270.8	342.1	94.1	76.2	97.5	96.3	76.5	134.9	FAS
vertebFAS_DRR096277_NODE_111_length_9281_cov_24.541486_g74_i0_2	332.6	90.8	118.0	102.0	79.4	547.8	111.5	380.1	419.6	939.3	113.4	223.5	421.7	783.2	150.7	138.8	132.0	236.1	236.9	389.9	466.4	122.0	262.2	328.6	97.3	89.3	89.4	90.5	81.6	128.1	FAS
vertebFAS_DRR125559_NODE_489_length_10407_cov_242.643174_g315_i0_2	355.9	93.3	121.0	107.9	88.5	546.3	115.3	366.4	411.6	936.5	115.8	213.1	435.7	792.8	154.2	121.7	124.7	224.8	225.6	402.5	486.5	113.9	274.0	352.0	99.9	77.9	100.3	88.7	91.8	137.6	FAS
vertebFAS_DRR147122_NODE_268_length_9156_cov_28.223674_g195_i0_1	355.1	90.5	120.0	105.2	83.4	556.2	111.7	370.3	420.2	933.6	113.5	212.5	435.2	786.9	149.7	127.6	126.2	226.3	227.1	403.0	481.3	110.2	269.8	349.0	98.8	78.1	99.0	86.3	88.6	132.7	FAS
vertebFAS_DRR147123_NODE_151_length_9179_cov_26.992442_g109_i0_3	353.6	90.6	120.0	105.2	82.8	554.9	110.9	371.1	419.2	934.6	113.4	213.1	435.0	786.7	149.5	126.8	124.6	225.2	226.0	402.2	481.4	110.5	271.4	347.8	98.5	77.8	99.1	86.4	88.7	133.3	FAS
vertebFAS_DRR157555_NODE_96_length_12734_cov_78.323680_g65_i0_1	353.3	89.9	125.7	108.4	93.0	575.1	127.2	387.6	419.5	964.4	122.0	231.4	428.4	807.7	161.1	143.6	124.7	234.8	235.5	400.6	481.8	129.8	275.1	343.1	103.3	87.6	99.8	101.4	81.8	142.0	FAS
vertebFAS_DRR171458_NODE_232_length_9747_cov_34.130601_g178_i0_1	354.2	91.9	132.2	108.8	89.4	570.4	130.4	392.3	415.5	952.9	136.3	232.2	440.8	791.9	164.0	148.1	133.3	240.1	240.9	412.6	481.7	137.6	280.0	352.7	106.4	84.9	106.9	111.4	89.4	153.4	FAS
vertebFAS_DRR218971_NODE_279_length_8509_cov_51.512854_g213_i0_2	327.5	95.3	113.6	97.7	77.5	540.7	105.3	380.4	411.8	934.2	102.4	200.6	423.3	780.1	135.3	140.4	124.6	244.3	245.3	385.8	462.4	108.7	259.7	325.5	93.4	73.4	86.3	81.9	87.4	117.9	FAS
vertebFAS_DRR233952_NODE_823_length_9254_cov_44.496242_g597_i0_1	349.5	91.0	132.2	105.7	87.3	561.0	121.3	379.8	414.3	946.3	122.9	234.3	434.0	801.1	155.5	149.6	136.4	232.1	232.8	405.4	474.0	131.1	270.8	340.2	102.5	84.0	98.6	94.3	83.4	142.2	FAS
vertebFAS_DRR240790_NODE_22360_length_1925_cov_4.603412_g12293_i0_2	337.8	90.0	133.1	106.9	91.8	558.5	115.3	381.7	429.9	932.5	121.1	225.2	434.6	798.4	151.3	144.7	128.8	232.4	233.0	398.6	479.0	127.3	264.1	341.8	105.8	88.5	108.2	99.8	80.9	141.1	FAS
vertebFAS_DRR243761_NODE_740_length_8571_cov_45.454405_g501_i0_1	337.7	83.4	128.1	102.1	88.3	549.0	116.7	365.6	412.6	906.8	122.4	231.2	425.0	795.7	157.2	152.9	141.8	226.6	227.2	399.1	475.2	130.9	263.2	337.4	99.8	90.3	102.6	93.2	87.8	147.6	FAS
vertebFAS_DRR317843_NODE_484_length_8972_cov_116.270929_g364_i0_2	333.8	87.0	125.5	98.0	81.5	553.4	111.8	376.1	412.7	945.8	117.9	227.5	423.7	793.5	149.9	149.9	136.3	239.4	240.2	392.0	466.9	129.0	264.9	333.1	97.8	81.8	100.1	93.4	76.9	137.8	FAS
vertebFAS_DRR317847_NODE_84_length_12168_cov_31.205209_g70_i0_1	333.3	88.9	126.9	99.0	79.9	550.0	113.8	373.2	409.9	946.1	120.2	228.2	425.6	793.3	150.9	148.4	135.9	230.3	230.9	392.9	468.3	129.5	266.4	335.4	99.4	83.1	99.7	94.5	77.9	139.0	FAS
vertebFAS_DRR317855_NODE_252_length_9556_cov_30.924918_g174_i1_2	331.9	87.1	125.3	98.0	79.7	546.4	112.5	373.8	408.0	941.9	118.4	226.0	423.5	791.8	150.2	150.1	135.5	232.5	233.2	390.4	467.4	129.0	264.9	333.7	97.9	82.3	99.6	93.5	76.9	138.2	FAS
vertebFAS_DRR317860_NODE_63_length_9608_cov_15.192659_g52_i0_1	332.4	87.8	127.1	97.4	80.4	549.5	112.2	371.3	410.8	947.6	117.6	230.2	422.5	791.1	150.8	150.4	135.5	233.5	234.2	389.2	467.5	129.5	265.1	332.7	98.0	84.9	100.3	94.9	76.8	139.5	FAS
vertebFAS_DRR385772_NODE_475_length_9565_cov_43.704383_g319_i1_1	346.6	91.0	129.3	104.7	84.5	563.3	119.6	383.5	419.1	947.4	119.9	232.9	433.6	798.1	153.4	149.6	134.3	232.8	233.5	402.7	472.8	130.2	268.9	337.3	102.6	82.7	96.1	94.6	82.7	140.2	FAS
vertebFAS_ERR10034084_NODE_139_length_9500_cov_15.819913_g113_i0_1	344.2	88.3	124.2	110.8	97.4	562.5	125.0	384.9	419.1	966.5	118.0	229.2	426.6	808.3	156.3	147.5	123.1	239.8	240.7	402.5	477.7	130.5	273.3	342.7	101.4	85.1	97.4	99.2	81.6	139.6	FAS
vertebFAS_ERR1725896_NODE_418_length_9376_cov_108.499839_g253_i1_1	352.6	90.7	123.5	106.2	93.0	559.0	125.9	376.5	421.1	973.9	123.3	237.0	427.2	813.4	158.5	142.6	127.4	236.1	237.0	399.3	478.9	130.7	273.6	340.6	102.9	87.9	98.3	100.3	83.3	141.0	FAS
vertebFAS_ERR1940566_NODE_42_length_5573_cov_23.306428_g8_i1_1	337.9	91.5	126.4	100.0	82.4	551.6	112.8	370.6	413.8	916.3	116.0	228.5	423.8	795.0	151.9	147.6	134.3	223.2	223.9	395.7	473.0	128.4	262.9	341.0	97.9	78.1	99.7	94.3	78.3	136.3	FAS
vertebFAS_ERR1960095_NODE_2426_length_6303_cov_29.274500_g1806_i0_1	331.6	91.0	112.1	104.2	73.2	547.2	110.9	374.9	415.0	942.9	113.2	214.7	428.4	769.0	142.4	154.1	150.1	237.3	238.0	378.6	463.7	109.7	255.1	331.3	89.9	65.5	87.9	89.1	81.1	117.6	FAS
vertebFAS_ERR2202464_NODE_385_length_9729_cov_37.738090_g281_i0_1	343.3	87.4	115.1	104.1	79.2	533.4	110.5	373.7	408.0	937.0	115.9	208.0	425.0	789.6	148.8	147.8	127.2	222.5	223.2	398.7	472.3	125.4	265.1	337.8	99.0	74.3	101.6	105.0	78.9	131.8	FAS
vertebFAS_ERR2639617_NODE_214_length_9511_cov_501.676203_g143_i0_2	348.4	91.7	123.6	105.5	91.0	548.3	118.6	373.1	407.8	935.3	120.6	219.1	426.7	797.4	151.0	137.8	116.2	226.9	227.7	393.5	476.1	127.4	271.2	348.7	100.0	80.3	106.8	104.9	80.7	136.1	FAS
vertebFAS_ERR2675598_NODE_159_length_9265_cov_33.969293_g116_i0_1	355.5	95.1	123.3	109.6	90.1	549.5	117.4	365.0	413.0	935.0	118.1	215.5	437.9	791.4	155.9	123.5	125.1	227.5	228.3	404.6	488.6	114.1	278.2	353.4	98.0	79.4	103.3	90.2	92.7	137.8	FAS
vertebFAS_ERR3132329_NODE_2664_length_9145_cov_76.861111_g1657_i0_1	354.0	87.9	127.9	104.5	90.5	542.0	116.2	366.0	422.7	960.5	117.6	221.0	433.7	807.2	150.2	137.6	122.7	237.7	238.6	396.6	488.1	139.6	269.6	341.1	105.9	88.7	99.9	98.1	83.8	141.5	FAS
vertebFAS_ERR3132334_NODE_433_length_10277_cov_79.979028_g312_i0_1	339.1	88.5	125.5	101.5	86.4	540.0	112.8	368.8	407.3	960.9	115.7	220.6	426.2	803.2	149.2	131.2	119.1	223.9	224.5	393.4	479.6	124.6	264.4	346.1	96.9	77.4	95.4	93.1	77.0	135.3	FAS
vertebFAS_ERR3262821_NODE_264_length_8917_cov_160.675124_g191_i0_1	346.0	88.4	118.9	107.8	91.7	546.5	119.6	365.4	403.4	935.5	121.0	225.2	424.3	793.2	156.6	145.3	136.1	231.2	232.0	396.2	477.3	126.7	273.0	338.3	96.9	83.2	102.3	93.7	83.1	136.9	FAS
vertebFAS_ERR3474003_NODE_351_length_8630_cov_54.558958_g313_i0_1	334.0	83.0	118.1	96.9	79.5	547.4	111.0	385.6	420.3	952.2	110.0	204.1	423.8	779.8	140.6	148.6	138.1	256.3	257.4	389.3	459.6	112.5	257.5	330.4	94.7	78.7	83.3	85.4	84.4	122.8	FAS
vertebFAS_ERR3697059_NODE_2_length_9337_cov_30.062675_g1_i0_1	347.8	80.3	116.1	105.6	81.7	535.2	115.2	372.5	407.6	904.9	117.9	212.8	421.2	782.5	148.2	122.8	127.3	218.1	218.7	388.3	471.4	117.1	266.8	340.5	96.8	78.2	94.7	100.5	80.1	131.8	FAS
vertebFAS_ERR375875_NODE_772_length_9499_cov_34.017143_g556_i0_1	348.7	95.3	134.8	104.8	97.0	558.7	122.0	387.0	409.7	945.4	135.7	239.5	433.1	783.9	163.5	150.2	128.8	239.3	240.1	402.2	477.5	135.4	274.2	349.3	110.1	86.7	111.5	117.4	93.2	152.7	FAS
vertebFAS_ERR3794586_NODE_17670_length_1860_cov_8.164564_g10771_i0_1	324.2	87.0	104.4	93.1	71.7	541.2	108.4	371.1	402.4	934.0	96.9	197.0	420.3	774.4	129.3	132.2	126.2	240.6	241.7	381.8	460.3	104.5	253.4	322.9	88.8	67.5	80.4	80.4	83.7	110.7	FAS
vertebFAS_ERR4276759_NODE_464_length_9414_cov_56.507101_g339_i0_1	345.7	89.4	125.6	117.5	97.1	547.9	111.0	372.7	420.6	946.5	122.4	219.9	432.9	802.9	157.0	149.9	135.1	237.7	238.6	402.9	487.3	120.7	273.8	350.3	97.3	83.8	100.7	94.2	87.2	141.8	FAS
vertebFAS_ERR4556681_NODE_379_length_10433_cov_92.464382_g199_i1_1	329.7	82.4	118.3	99.2	79.1	538.2	103.5	365.2	398.1	925.6	114.1	213.9	418.2	791.7	145.1	138.5	119.5	231.4	232.1	385.9	467.2	123.8	253.7	332.4	91.5	76.9	95.1	95.1	77.6	131.7	FAS
vertebFAS_ERR4590885_NODE_3234_length_5489_cov_7.316100_g1896_i0_1	329.6	85.7	119.6	98.6	80.6	540.2	104.0	362.6	397.6	922.4	114.8	216.2	418.4	790.6	146.2	134.8	119.5	231.4	232.0	386.3	466.5	125.9	255.5	330.8	93.3	76.8	94.7	91.3	78.6	133.6	FAS
vertebFAS_ERR4590914_NODE_679_length_10476_cov_112.314429_g377_i0_2	332.3	85.3	122.4	100.0	81.1	542.8	105.8	367.6	405.9	931.2	116.7	217.8	422.3	795.9	149.1	137.4	122.7	232.4	233.0	390.5	473.0	126.8	256.4	335.0	94.4	79.2	95.7	93.0	79.2	136.6	FAS
vertebFAS_ERR5624930_NODE_446_length_9173_cov_143.840114_g119_i2_1	334.8	88.2	116.5	104.5	82.4	550.1	107.8	382.2	412.2	946.3	107.9	208.2	429.1	781.0	139.7	143.9	133.5	244.0	245.0	388.3	462.7	115.0	256.7	326.8	95.2	76.2	85.3	86.6	89.4	124.9	FAS
vertebFAS_ERR5838162_NODE_132_length_9400_cov_19.522083_g102_i0_1	341.0	87.5	122.6	109.7	95.2	559.3	125.3	382.7	421.0	951.3	116.9	229.7	427.1	803.2	154.9	149.0	124.8	237.7	238.5	403.1	474.1	129.6	275.3	342.8	98.6	80.0	93.7	96.3	80.9	137.2	FAS
vertebFAS_ERR5956190_NODE_371_length_8449_cov_31.313395_g224_i0_1	327.5	87.0	124.9	97.2	86.3	560.7	119.8	372.6	421.8	924.3	109.3	227.0	426.0	780.3	154.2	137.0	131.7	240.5	241.5	389.1	470.4	120.9	272.6	341.2	93.6	77.5	95.3	92.5	77.8	136.6	FAS
vertebFAS_ERR6338386_NODE_1474_length_10021_cov_206.454262_g842_i0_1	344.4	86.8	120.5	104.1	85.9	555.8	116.5	393.9	421.7	935.7	116.7	230.6	438.9	796.8	151.3	148.1	135.1	237.5	238.5	403.9	477.1	121.9	272.3	351.0	101.6	78.2	95.3	99.5	83.0	133.0	FAS
vertebFAS_ERR7361254_NODE_116_length_9159_cov_13.959987_g92_i0_1	352.0	91.1	130.5	104.6	94.7	547.5	123.4	374.4	410.0	926.8	129.0	215.5	435.8	797.0	156.3	143.7	136.4	228.7	229.4	402.0	483.0	128.8	281.3	350.4	106.9	87.9	111.5	103.9	90.7	144.8	FAS
